encuesta_id,estudiante_id,id_profesor,id_materia,fecha,pregunta_id,enunciado,respuesta
1,206,501,1,2020-09-22,18,El docente de esta materia promoviÃ³ el uso del Chat GPT en esta materia.,2
1,206,501,1,2020-09-22,19,ChatGPT es la herramienta de I.A. que mÃ¡s he usado en esta materia.,4
1,206,501,1,2020-09-22,20,Las herramientas de I.A. se aplicaron a esta materia.,3
1,206,501,1,2020-09-22,21,Domino herramientas de I.A. aplicadas a mi carrera promovidas por esta materia.,3
1,206,501,1,2020-09-22,22,Domino el uso de la herramienta ChatGPT en esta materia.,4
1,206,501,1,2020-09-22,23,No tuve dificultades para formular las preguntas en el ChatGPT en esta materia.,4
1,206,501,1,2020-09-22,24,Me pareciÃ³ fÃ¡cil usar herramientas de I.A. para formular mis preguntas en esta materia.,3
1,206,501,1,2020-09-22,25,"Las herramientas de I.A. utilizadas en esta materia, fueron fÃ¡ciles de usar para resolver problemas.",1
1,206,501,1,2020-09-22,26,UtilicÃ© frecuentemente herramientas de I.A. en esta materia.,3
1,206,501,1,2020-09-22,27,"UtilicÃ© herramientas de I.A. en esta materia, para mejorar un texto que yo mismo redactÃ©.",3
1,206,501,1,2020-09-22,28,"Con la ayuda de la I.A. utilizada en esta materia, pude ampliar o sintetizar un texto que escribÃ­.",3
1,206,501,1,2020-09-22,29,"UsÃ© herramientas de I.A. en esta materia, para evaluar los trabajos que envÃ­e al docente.",1
1,206,501,1,2020-09-22,30,"UsÃ© herramientas de I.A. en esta materia, para verificar la pertinencia de la evaluaciÃ³n docente.",4
1,206,501,1,2020-09-22,33,El docente explica claramente los conceptos y temas del curso.,2
1,206,501,1,2020-09-22,34,El docente estÃ¡ disponible para consultas fuera del horario de clase.,1
1,206,501,1,2020-09-22,35,"El docente utiliza recursos adicionales (como presentaciones, videos, etc.) que enriquecen el aprendizaje.",1
1,206,501,1,2020-09-22,36,El docente fomenta la participaciÃ³n activa de los estudiantes en clase.,2
1,206,501,1,2020-09-22,37,El docente proporciona retroalimentaciÃ³n Ãºtil sobre las tareas y exÃ¡menes.,4
1,206,501,1,2020-09-22,38,El contenido del curso estÃ¡ bien estructurado y organizado.,1
1,206,501,1,2020-09-22,39,Los objetivos del curso fueron claros desde el inicio.,1
1,206,501,1,2020-09-22,40,La carga de trabajo del curso es adecuada en relaciÃ³n con los crÃ©ditos asignados.,1
2,244,439,48,2020-09-02,1,Las herramientas de I.A. me ayudaron a resolver mis dudas de manera efectiva en esta materia.,1
2,244,439,48,2020-09-02,2,"Al utilizar herramientas de I.A. en esta materia, pude mejorar mi comprensiÃ³n del material del curso.",3
2,244,439,48,2020-09-02,3,"Las herramientas de I.A. utilizadas en esta materia, me permitieron explorar y profundizar en temas de manera efectiva.",3
2,244,439,48,2020-09-02,4,"Las herramientas de I.A. utilizadas en esta materia, fomentaron mi creatividad e innovaciÃ³n.",1
2,244,439,48,2020-09-02,5,"Las herramientas de I.A. utilizadas en esta materia, aumentaron mi productividad.",3
2,244,439,48,2020-09-02,6,"Las herramientas de I.A. utilizadas en esta materia, me ayudaron a encontrar respuestas de forma mÃ¡s rÃ¡pida que otros recursos disponibles (como el buscador de Google).",3
2,244,439,48,2020-09-02,7,"Las herramientas de I.A. utilizadas en esta materia, fueron Ãºtiles para la evaluaciÃ³n de mi conocimiento.",3
2,244,439,48,2020-09-02,8,"Al utilizar herramientas de I.A. en esta materia, pude mejorar mi formaciÃ³n universitaria.",2
2,244,439,48,2020-09-02,9,Recomiendo el uso de herramientas de I.A. a otros estudiantes para esta materia.,1
2,244,439,48,2020-09-02,10,"El ChatGPT utilizado en esta materia, fue una herramienta Ãºtil para mejorar mi interacciÃ³n con mis compaÃ±eros de clase.",4
2,244,439,48,2020-09-02,11,"El ChatGPT utilizado en esta materia, fue una herramienta Ãºtil para mejorar mi interacciÃ³n con el docente.",1
2,244,439,48,2020-09-02,12,Obtuve respuestas adecuadas a mis preguntas en ChatGPT utilizado en esta materia.,1
2,244,439,48,2020-09-02,13,El ChatGPT fue una herramienta confiable para el aprendizaje en esta materia.,2
2,244,439,48,2020-09-02,14,"El ChatGPT utilizado en esta materia, mejorÃ³ mi capacidad para aplicar los conocimientos adquiridos a situaciones prÃ¡cticas.",2
2,244,439,48,2020-09-02,15,"El uso de ChatGPT utilizado en esta materia, mejorÃ³ mi capacidad para realizar investigaciones acadÃ©micas.",2
2,244,439,48,2020-09-02,16,"Cuando utilicÃ© herramientas de I.A. como ChatGPT en prÃ¡cticas, tareas o proyectos en esta materia, incluÃ­ las referencias bibliogrÃ¡ficas.",2
2,244,439,48,2020-09-02,17,El docente de esta materia demostrÃ³ que domina herramientas de I.A.,1
2,244,439,48,2020-09-02,18,El docente de esta materia promoviÃ³ el uso del Chat GPT en esta materia.,4
2,244,439,48,2020-09-02,19,ChatGPT es la herramienta de I.A. que mÃ¡s he usado en esta materia.,3
2,244,439,48,2020-09-02,20,Las herramientas de I.A. se aplicaron a esta materia.,2
2,244,439,48,2020-09-02,21,Domino herramientas de I.A. aplicadas a mi carrera promovidas por esta materia.,4
2,244,439,48,2020-09-02,22,Domino el uso de la herramienta ChatGPT en esta materia.,4
2,244,439,48,2020-09-02,23,No tuve dificultades para formular las preguntas en el ChatGPT en esta materia.,4
2,244,439,48,2020-09-02,24,Me pareciÃ³ fÃ¡cil usar herramientas de I.A. para formular mis preguntas en esta materia.,2
2,244,439,48,2020-09-02,25,"Las herramientas de I.A. utilizadas en esta materia, fueron fÃ¡ciles de usar para resolver problemas.",2
2,244,439,48,2020-09-02,26,UtilicÃ© frecuentemente herramientas de I.A. en esta materia.,1
2,244,439,48,2020-09-02,27,"UtilicÃ© herramientas de I.A. en esta materia, para mejorar un texto que yo mismo redactÃ©.",2
2,244,439,48,2020-09-02,28,"Con la ayuda de la I.A. utilizada en esta materia, pude ampliar o sintetizar un texto que escribÃ­.",1
2,244,439,48,2020-09-02,29,"UsÃ© herramientas de I.A. en esta materia, para evaluar los trabajos que envÃ­e al docente.",4
2,244,439,48,2020-09-02,30,"UsÃ© herramientas de I.A. en esta materia, para verificar la pertinencia de la evaluaciÃ³n docente.",2
2,244,439,48,2020-09-02,33,El docente explica claramente los conceptos y temas del curso.,3
2,244,439,48,2020-09-02,34,El docente estÃ¡ disponible para consultas fuera del horario de clase.,3
2,244,439,48,2020-09-02,35,"El docente utiliza recursos adicionales (como presentaciones, videos, etc.) que enriquecen el aprendizaje.",2
2,244,439,48,2020-09-02,36,El docente fomenta la participaciÃ³n activa de los estudiantes en clase.,1
2,244,439,48,2020-09-02,37,El docente proporciona retroalimentaciÃ³n Ãºtil sobre las tareas y exÃ¡menes.,1
2,244,439,48,2020-09-02,38,El contenido del curso estÃ¡ bien estructurado y organizado.,3
2,244,439,48,2020-09-02,39,Los objetivos del curso fueron claros desde el inicio.,2
2,244,439,48,2020-09-02,40,La carga de trabajo del curso es adecuada en relaciÃ³n con los crÃ©ditos asignados.,2
3,351,414,23,2023-06-07,1,Las herramientas de I.A. me ayudaron a resolver mis dudas de manera efectiva en esta materia.,2
3,351,414,23,2023-06-07,2,"Al utilizar herramientas de I.A. en esta materia, pude mejorar mi comprensiÃ³n del material del curso.",3
3,351,414,23,2023-06-07,3,"Las herramientas de I.A. utilizadas en esta materia, me permitieron explorar y profundizar en temas de manera efectiva.",1
3,351,414,23,2023-06-07,4,"Las herramientas de I.A. utilizadas en esta materia, fomentaron mi creatividad e innovaciÃ³n.",4
3,351,414,23,2023-06-07,5,"Las herramientas de I.A. utilizadas en esta materia, aumentaron mi productividad.",1
3,351,414,23,2023-06-07,6,"Las herramientas de I.A. utilizadas en esta materia, me ayudaron a encontrar respuestas de forma mÃ¡s rÃ¡pida que otros recursos disponibles (como el buscador de Google).",3
3,351,414,23,2023-06-07,7,"Las herramientas de I.A. utilizadas en esta materia, fueron Ãºtiles para la evaluaciÃ³n de mi conocimiento.",4
3,351,414,23,2023-06-07,8,"Al utilizar herramientas de I.A. en esta materia, pude mejorar mi formaciÃ³n universitaria.",4
3,351,414,23,2023-06-07,9,Recomiendo el uso de herramientas de I.A. a otros estudiantes para esta materia.,1
3,351,414,23,2023-06-07,10,"El ChatGPT utilizado en esta materia, fue una herramienta Ãºtil para mejorar mi interacciÃ³n con mis compaÃ±eros de clase.",4
3,351,414,23,2023-06-07,11,"El ChatGPT utilizado en esta materia, fue una herramienta Ãºtil para mejorar mi interacciÃ³n con el docente.",1
3,351,414,23,2023-06-07,12,Obtuve respuestas adecuadas a mis preguntas en ChatGPT utilizado en esta materia.,1
3,351,414,23,2023-06-07,13,El ChatGPT fue una herramienta confiable para el aprendizaje en esta materia.,1
3,351,414,23,2023-06-07,14,"El ChatGPT utilizado en esta materia, mejorÃ³ mi capacidad para aplicar los conocimientos adquiridos a situaciones prÃ¡cticas.",1
3,351,414,23,2023-06-07,15,"El uso de ChatGPT utilizado en esta materia, mejorÃ³ mi capacidad para realizar investigaciones acadÃ©micas.",1
3,351,414,23,2023-06-07,16,"Cuando utilicÃ© herramientas de I.A. como ChatGPT en prÃ¡cticas, tareas o proyectos en esta materia, incluÃ­ las referencias bibliogrÃ¡ficas.",2
3,351,414,23,2023-06-07,17,El docente de esta materia demostrÃ³ que domina herramientas de I.A.,3
3,351,414,23,2023-06-07,18,El docente de esta materia promoviÃ³ el uso del Chat GPT en esta materia.,2
3,351,414,23,2023-06-07,19,ChatGPT es la herramienta de I.A. que mÃ¡s he usado en esta materia.,2
3,351,414,23,2023-06-07,20,Las herramientas de I.A. se aplicaron a esta materia.,4
3,351,414,23,2023-06-07,21,Domino herramientas de I.A. aplicadas a mi carrera promovidas por esta materia.,3
3,351,414,23,2023-06-07,22,Domino el uso de la herramienta ChatGPT en esta materia.,4
3,351,414,23,2023-06-07,23,No tuve dificultades para formular las preguntas en el ChatGPT en esta materia.,2
3,351,414,23,2023-06-07,24,Me pareciÃ³ fÃ¡cil usar herramientas de I.A. para formular mis preguntas en esta materia.,2
3,351,414,23,2023-06-07,25,"Las herramientas de I.A. utilizadas en esta materia, fueron fÃ¡ciles de usar para resolver problemas.",1
3,351,414,23,2023-06-07,26,UtilicÃ© frecuentemente herramientas de I.A. en esta materia.,1
3,351,414,23,2023-06-07,27,"UtilicÃ© herramientas de I.A. en esta materia, para mejorar un texto que yo mismo redactÃ©.",1
3,351,414,23,2023-06-07,28,"Con la ayuda de la I.A. utilizada en esta materia, pude ampliar o sintetizar un texto que escribÃ­.",4
3,351,414,23,2023-06-07,29,"UsÃ© herramientas de I.A. en esta materia, para evaluar los trabajos que envÃ­e al docente.",2
3,351,414,23,2023-06-07,30,"UsÃ© herramientas de I.A. en esta materia, para verificar la pertinencia de la evaluaciÃ³n docente.",3
3,351,414,23,2023-06-07,33,El docente explica claramente los conceptos y temas del curso.,3
3,351,414,23,2023-06-07,34,El docente estÃ¡ disponible para consultas fuera del horario de clase.,1
3,351,414,23,2023-06-07,35,"El docente utiliza recursos adicionales (como presentaciones, videos, etc.) que enriquecen el aprendizaje.",3
3,351,414,23,2023-06-07,36,El docente fomenta la participaciÃ³n activa de los estudiantes en clase.,2
3,351,414,23,2023-06-07,37,El docente proporciona retroalimentaciÃ³n Ãºtil sobre las tareas y exÃ¡menes.,2
3,351,414,23,2023-06-07,38,El contenido del curso estÃ¡ bien estructurado y organizado.,4
3,351,414,23,2023-06-07,39,Los objetivos del curso fueron claros desde el inicio.,2
3,351,414,23,2023-06-07,40,La carga de trabajo del curso es adecuada en relaciÃ³n con los crÃ©ditos asignados.,2
4,107,419,38,2021-07-03,1,Las herramientas de I.A. me ayudaron a resolver mis dudas de manera efectiva en esta materia.,4
4,107,419,38,2021-07-03,2,"Al utilizar herramientas de I.A. en esta materia, pude mejorar mi comprensiÃ³n del material del curso.",2
4,107,419,38,2021-07-03,3,"Las herramientas de I.A. utilizadas en esta materia, me permitieron explorar y profundizar en temas de manera efectiva.",3
4,107,419,38,2021-07-03,4,"Las herramientas de I.A. utilizadas en esta materia, fomentaron mi creatividad e innovaciÃ³n.",2
4,107,419,38,2021-07-03,5,"Las herramientas de I.A. utilizadas en esta materia, aumentaron mi productividad.",1
4,107,419,38,2021-07-03,6,"Las herramientas de I.A. utilizadas en esta materia, me ayudaron a encontrar respuestas de forma mÃ¡s rÃ¡pida que otros recursos disponibles (como el buscador de Google).",3
4,107,419,38,2021-07-03,7,"Las herramientas de I.A. utilizadas en esta materia, fueron Ãºtiles para la evaluaciÃ³n de mi conocimiento.",2
4,107,419,38,2021-07-03,8,"Al utilizar herramientas de I.A. en esta materia, pude mejorar mi formaciÃ³n universitaria.",3
4,107,419,38,2021-07-03,9,Recomiendo el uso de herramientas de I.A. a otros estudiantes para esta materia.,1
4,107,419,38,2021-07-03,10,"El ChatGPT utilizado en esta materia, fue una herramienta Ãºtil para mejorar mi interacciÃ³n con mis compaÃ±eros de clase.",3
4,107,419,38,2021-07-03,11,"El ChatGPT utilizado en esta materia, fue una herramienta Ãºtil para mejorar mi interacciÃ³n con el docente.",3
4,107,419,38,2021-07-03,12,Obtuve respuestas adecuadas a mis preguntas en ChatGPT utilizado en esta materia.,2
4,107,419,38,2021-07-03,13,El ChatGPT fue una herramienta confiable para el aprendizaje en esta materia.,2
4,107,419,38,2021-07-03,14,"El ChatGPT utilizado en esta materia, mejorÃ³ mi capacidad para aplicar los conocimientos adquiridos a situaciones prÃ¡cticas.",3
4,107,419,38,2021-07-03,15,"El uso de ChatGPT utilizado en esta materia, mejorÃ³ mi capacidad para realizar investigaciones acadÃ©micas.",4
4,107,419,38,2021-07-03,16,"Cuando utilicÃ© herramientas de I.A. como ChatGPT en prÃ¡cticas, tareas o proyectos en esta materia, incluÃ­ las referencias bibliogrÃ¡ficas.",2
4,107,419,38,2021-07-03,17,El docente de esta materia demostrÃ³ que domina herramientas de I.A.,2
4,107,419,38,2021-07-03,18,El docente de esta materia promoviÃ³ el uso del Chat GPT en esta materia.,2
4,107,419,38,2021-07-03,19,ChatGPT es la herramienta de I.A. que mÃ¡s he usado en esta materia.,3
4,107,419,38,2021-07-03,20,Las herramientas de I.A. se aplicaron a esta materia.,1
4,107,419,38,2021-07-03,21,Domino herramientas de I.A. aplicadas a mi carrera promovidas por esta materia.,2
4,107,419,38,2021-07-03,22,Domino el uso de la herramienta ChatGPT en esta materia.,4
4,107,419,38,2021-07-03,23,No tuve dificultades para formular las preguntas en el ChatGPT en esta materia.,3
4,107,419,38,2021-07-03,24,Me pareciÃ³ fÃ¡cil usar herramientas de I.A. para formular mis preguntas en esta materia.,1
4,107,419,38,2021-07-03,25,"Las herramientas de I.A. utilizadas en esta materia, fueron fÃ¡ciles de usar para resolver problemas.",3
4,107,419,38,2021-07-03,26,UtilicÃ© frecuentemente herramientas de I.A. en esta materia.,3
4,107,419,38,2021-07-03,27,"UtilicÃ© herramientas de I.A. en esta materia, para mejorar un texto que yo mismo redactÃ©.",1
4,107,419,38,2021-07-03,28,"Con la ayuda de la I.A. utilizada en esta materia, pude ampliar o sintetizar un texto que escribÃ­.",2
4,107,419,38,2021-07-03,29,"UsÃ© herramientas de I.A. en esta materia, para evaluar los trabajos que envÃ­e al docente.",4
4,107,419,38,2021-07-03,30,"UsÃ© herramientas de I.A. en esta materia, para verificar la pertinencia de la evaluaciÃ³n docente.",2
4,107,419,38,2021-07-03,33,El docente explica claramente los conceptos y temas del curso.,2
4,107,419,38,2021-07-03,34,El docente estÃ¡ disponible para consultas fuera del horario de clase.,4
4,107,419,38,2021-07-03,35,"El docente utiliza recursos adicionales (como presentaciones, videos, etc.) que enriquecen el aprendizaje.",3
4,107,419,38,2021-07-03,36,El docente fomenta la participaciÃ³n activa de los estudiantes en clase.,3
4,107,419,38,2021-07-03,37,El docente proporciona retroalimentaciÃ³n Ãºtil sobre las tareas y exÃ¡menes.,2
4,107,419,38,2021-07-03,38,El contenido del curso estÃ¡ bien estructurado y organizado.,4
4,107,419,38,2021-07-03,39,Los objetivos del curso fueron claros desde el inicio.,3
4,107,419,38,2021-07-03,40,La carga de trabajo del curso es adecuada en relaciÃ³n con los crÃ©ditos asignados.,2
5,400,445,33,2022-10-06,1,Las herramientas de I.A. me ayudaron a resolver mis dudas de manera efectiva en esta materia.,3
5,400,445,33,2022-10-06,2,"Al utilizar herramientas de I.A. en esta materia, pude mejorar mi comprensiÃ³n del material del curso.",4
5,400,445,33,2022-10-06,3,"Las herramientas de I.A. utilizadas en esta materia, me permitieron explorar y profundizar en temas de manera efectiva.",3
5,400,445,33,2022-10-06,4,"Las herramientas de I.A. utilizadas en esta materia, fomentaron mi creatividad e innovaciÃ³n.",1
5,400,445,33,2022-10-06,5,"Las herramientas de I.A. utilizadas en esta materia, aumentaron mi productividad.",2
5,400,445,33,2022-10-06,6,"Las herramientas de I.A. utilizadas en esta materia, me ayudaron a encontrar respuestas de forma mÃ¡s rÃ¡pida que otros recursos disponibles (como el buscador de Google).",1
5,400,445,33,2022-10-06,7,"Las herramientas de I.A. utilizadas en esta materia, fueron Ãºtiles para la evaluaciÃ³n de mi conocimiento.",3
5,400,445,33,2022-10-06,8,"Al utilizar herramientas de I.A. en esta materia, pude mejorar mi formaciÃ³n universitaria.",2
5,400,445,33,2022-10-06,9,Recomiendo el uso de herramientas de I.A. a otros estudiantes para esta materia.,3
5,400,445,33,2022-10-06,10,"El ChatGPT utilizado en esta materia, fue una herramienta Ãºtil para mejorar mi interacciÃ³n con mis compaÃ±eros de clase.",2
5,400,445,33,2022-10-06,11,"El ChatGPT utilizado en esta materia, fue una herramienta Ãºtil para mejorar mi interacciÃ³n con el docente.",4
5,400,445,33,2022-10-06,12,Obtuve respuestas adecuadas a mis preguntas en ChatGPT utilizado en esta materia.,3
5,400,445,33,2022-10-06,13,El ChatGPT fue una herramienta confiable para el aprendizaje en esta materia.,2
5,400,445,33,2022-10-06,14,"El ChatGPT utilizado en esta materia, mejorÃ³ mi capacidad para aplicar los conocimientos adquiridos a situaciones prÃ¡cticas.",1
5,400,445,33,2022-10-06,15,"El uso de ChatGPT utilizado en esta materia, mejorÃ³ mi capacidad para realizar investigaciones acadÃ©micas.",2
5,400,445,33,2022-10-06,16,"Cuando utilicÃ© herramientas de I.A. como ChatGPT en prÃ¡cticas, tareas o proyectos en esta materia, incluÃ­ las referencias bibliogrÃ¡ficas.",3
5,400,445,33,2022-10-06,17,El docente de esta materia demostrÃ³ que domina herramientas de I.A.,4
5,400,445,33,2022-10-06,18,El docente de esta materia promoviÃ³ el uso del Chat GPT en esta materia.,4
5,400,445,33,2022-10-06,19,ChatGPT es la herramienta de I.A. que mÃ¡s he usado en esta materia.,2
5,400,445,33,2022-10-06,20,Las herramientas de I.A. se aplicaron a esta materia.,2
5,400,445,33,2022-10-06,21,Domino herramientas de I.A. aplicadas a mi carrera promovidas por esta materia.,2
5,400,445,33,2022-10-06,22,Domino el uso de la herramienta ChatGPT en esta materia.,3
5,400,445,33,2022-10-06,23,No tuve dificultades para formular las preguntas en el ChatGPT en esta materia.,4
5,400,445,33,2022-10-06,24,Me pareciÃ³ fÃ¡cil usar herramientas de I.A. para formular mis preguntas en esta materia.,1
5,400,445,33,2022-10-06,25,"Las herramientas de I.A. utilizadas en esta materia, fueron fÃ¡ciles de usar para resolver problemas.",2
5,400,445,33,2022-10-06,26,UtilicÃ© frecuentemente herramientas de I.A. en esta materia.,3
5,400,445,33,2022-10-06,27,"UtilicÃ© herramientas de I.A. en esta materia, para mejorar un texto que yo mismo redactÃ©.",1
5,400,445,33,2022-10-06,28,"Con la ayuda de la I.A. utilizada en esta materia, pude ampliar o sintetizar un texto que escribÃ­.",1
5,400,445,33,2022-10-06,29,"UsÃ© herramientas de I.A. en esta materia, para evaluar los trabajos que envÃ­e al docente.",3
5,400,445,33,2022-10-06,30,"UsÃ© herramientas de I.A. en esta materia, para verificar la pertinencia de la evaluaciÃ³n docente.",1
5,400,445,33,2022-10-06,33,El docente explica claramente los conceptos y temas del curso.,3
5,400,445,33,2022-10-06,34,El docente estÃ¡ disponible para consultas fuera del horario de clase.,3
5,400,445,33,2022-10-06,35,"El docente utiliza recursos adicionales (como presentaciones, videos, etc.) que enriquecen el aprendizaje.",3
5,400,445,33,2022-10-06,36,El docente fomenta la participaciÃ³n activa de los estudiantes en clase.,3
5,400,445,33,2022-10-06,37,El docente proporciona retroalimentaciÃ³n Ãºtil sobre las tareas y exÃ¡menes.,3
5,400,445,33,2022-10-06,38,El contenido del curso estÃ¡ bien estructurado y organizado.,4
5,400,445,33,2022-10-06,39,Los objetivos del curso fueron claros desde el inicio.,4
5,400,445,33,2022-10-06,40,La carga de trabajo del curso es adecuada en relaciÃ³n con los crÃ©ditos asignados.,2
6,192,445,40,2022-02-22,1,Las herramientas de I.A. me ayudaron a resolver mis dudas de manera efectiva en esta materia.,2
6,192,445,40,2022-02-22,2,"Al utilizar herramientas de I.A. en esta materia, pude mejorar mi comprensiÃ³n del material del curso.",2
6,192,445,40,2022-02-22,3,"Las herramientas de I.A. utilizadas en esta materia, me permitieron explorar y profundizar en temas de manera efectiva.",3
6,192,445,40,2022-02-22,4,"Las herramientas de I.A. utilizadas en esta materia, fomentaron mi creatividad e innovaciÃ³n.",4
6,192,445,40,2022-02-22,5,"Las herramientas de I.A. utilizadas en esta materia, aumentaron mi productividad.",1
6,192,445,40,2022-02-22,6,"Las herramientas de I.A. utilizadas en esta materia, me ayudaron a encontrar respuestas de forma mÃ¡s rÃ¡pida que otros recursos disponibles (como el buscador de Google).",1
6,192,445,40,2022-02-22,7,"Las herramientas de I.A. utilizadas en esta materia, fueron Ãºtiles para la evaluaciÃ³n de mi conocimiento.",4
6,192,445,40,2022-02-22,8,"Al utilizar herramientas de I.A. en esta materia, pude mejorar mi formaciÃ³n universitaria.",3
6,192,445,40,2022-02-22,9,Recomiendo el uso de herramientas de I.A. a otros estudiantes para esta materia.,2
6,192,445,40,2022-02-22,10,"El ChatGPT utilizado en esta materia, fue una herramienta Ãºtil para mejorar mi interacciÃ³n con mis compaÃ±eros de clase.",3
6,192,445,40,2022-02-22,11,"El ChatGPT utilizado en esta materia, fue una herramienta Ãºtil para mejorar mi interacciÃ³n con el docente.",2
6,192,445,40,2022-02-22,12,Obtuve respuestas adecuadas a mis preguntas en ChatGPT utilizado en esta materia.,1
6,192,445,40,2022-02-22,13,El ChatGPT fue una herramienta confiable para el aprendizaje en esta materia.,1
6,192,445,40,2022-02-22,14,"El ChatGPT utilizado en esta materia, mejorÃ³ mi capacidad para aplicar los conocimientos adquiridos a situaciones prÃ¡cticas.",3
6,192,445,40,2022-02-22,15,"El uso de ChatGPT utilizado en esta materia, mejorÃ³ mi capacidad para realizar investigaciones acadÃ©micas.",3
6,192,445,40,2022-02-22,16,"Cuando utilicÃ© herramientas de I.A. como ChatGPT en prÃ¡cticas, tareas o proyectos en esta materia, incluÃ­ las referencias bibliogrÃ¡ficas.",2
6,192,445,40,2022-02-22,17,El docente de esta materia demostrÃ³ que domina herramientas de I.A.,4
6,192,445,40,2022-02-22,18,El docente de esta materia promoviÃ³ el uso del Chat GPT en esta materia.,2
6,192,445,40,2022-02-22,19,ChatGPT es la herramienta de I.A. que mÃ¡s he usado en esta materia.,3
6,192,445,40,2022-02-22,20,Las herramientas de I.A. se aplicaron a esta materia.,4
6,192,445,40,2022-02-22,21,Domino herramientas de I.A. aplicadas a mi carrera promovidas por esta materia.,2
6,192,445,40,2022-02-22,22,Domino el uso de la herramienta ChatGPT en esta materia.,1
6,192,445,40,2022-02-22,23,No tuve dificultades para formular las preguntas en el ChatGPT en esta materia.,4
6,192,445,40,2022-02-22,24,Me pareciÃ³ fÃ¡cil usar herramientas de I.A. para formular mis preguntas en esta materia.,3
6,192,445,40,2022-02-22,25,"Las herramientas de I.A. utilizadas en esta materia, fueron fÃ¡ciles de usar para resolver problemas.",3
6,192,445,40,2022-02-22,26,UtilicÃ© frecuentemente herramientas de I.A. en esta materia.,4
6,192,445,40,2022-02-22,27,"UtilicÃ© herramientas de I.A. en esta materia, para mejorar un texto que yo mismo redactÃ©.",1
6,192,445,40,2022-02-22,28,"Con la ayuda de la I.A. utilizada en esta materia, pude ampliar o sintetizar un texto que escribÃ­.",3
6,192,445,40,2022-02-22,29,"UsÃ© herramientas de I.A. en esta materia, para evaluar los trabajos que envÃ­e al docente.",4
6,192,445,40,2022-02-22,30,"UsÃ© herramientas de I.A. en esta materia, para verificar la pertinencia de la evaluaciÃ³n docente.",4
6,192,445,40,2022-02-22,33,El docente explica claramente los conceptos y temas del curso.,2
6,192,445,40,2022-02-22,34,El docente estÃ¡ disponible para consultas fuera del horario de clase.,1
6,192,445,40,2022-02-22,35,"El docente utiliza recursos adicionales (como presentaciones, videos, etc.) que enriquecen el aprendizaje.",3
6,192,445,40,2022-02-22,36,El docente fomenta la participaciÃ³n activa de los estudiantes en clase.,1
6,192,445,40,2022-02-22,37,El docente proporciona retroalimentaciÃ³n Ãºtil sobre las tareas y exÃ¡menes.,3
6,192,445,40,2022-02-22,38,El contenido del curso estÃ¡ bien estructurado y organizado.,2
6,192,445,40,2022-02-22,39,Los objetivos del curso fueron claros desde el inicio.,2
6,192,445,40,2022-02-22,40,La carga de trabajo del curso es adecuada en relaciÃ³n con los crÃ©ditos asignados.,2
7,483,413,19,2019-09-03,1,Las herramientas de I.A. me ayudaron a resolver mis dudas de manera efectiva en esta materia.,2
